Name,Age,Date_of_Birth,Gender,Marital_Status,BMI,Practicing_Hours_2024_Jan_to_Aug,Dietary_Preference
Timothy Green,42,1981-12-19,female,M,44.66,120,Non-Vegetarian
Alexis Sanchez,-87,1936-05-17,Male,Married,35.48,113,non-veg
Charles Thomas,101,1922-05-24,Male,M,38.51,340,v
Sarah Holt,-94,1953-08-01,Male,single,41.26,314,veg
Casey Mosley,115,1908-01-03,Male,Married,14.11,475,non-veg
Kerry Gutierrez,70,1953-07-14,Male,single,19.44,148,veg
Eric Knox,75,1948-07-06,Male,Single,29.69,251,Non-Vegetarian
Sharon Rojas,84,1939-06-30,F,single,16.94,279,v
James Bond,-87,1923-04-29,Male,M,32.05,399,nv
Richard Byrd,109,1914-12-18,male,M,35.53,458,nonveg
Kimberly Wilson,-90,1957-08-09,m,s,23.5,360,Non-Vegetarian
Linda Smith,63,1946-02-15,Female,Married,22.49,150,Non-Vegetarian
Ronald Cook,50,1973-01-29,female,single,18.22,164,nonveg
Shirley Burnett,15,2008-07-26,m,s,17.66,351,veg
Jordan Liu,65,1958-01-14,Female,Single,48.77,228,Vegetarian
Amanda Grant,15,2008-05-07,m,M,20.67,30,Vegetarian
Michael Watkins,51,1972-08-18,m,s,25.14,66,v
Karen Wilson,21,2002-08-21,Male,Single,33.79,207,Vegetarian
Dorothy Martinez,67,1930-09-23,F,M,40.24,148,nonveg
Clinton Davis,20,2003-12-05,F,Single,39.79,-4,veg
Sarah Mcclain,40,1983-06-08,m,Married,41.99,482,veg
Maxwell Castro,91,1932-10-27,m,single,35.93,408,Vegetarian
Lisa Wood,-46,1996-08-23,F,married,33.79,290,non-veg
Edward Garza,85,1938-04-06,m,Single,16.69,84,veg
Matthew Holland,71,1952-11-29,male,married,32.46,303,Non-Vegetarian
Michael Holloway,103,1920-08-22,m,M,15.89,21,non-veg
Gerald Butler,103,1920-10-08,female,single,31.93,-4,Non Vegetarian
Jake Flores,20,2003-03-17,male,single,23.17,304,Non Vegetarian
Natasha Sampson,63,1979-02-20,female,M,23.17,453,Non Vegetarian
Jessica Poole,53,1970-06-28,Female,single,23.9,85,nv
John Casey,98,1925-07-24,female,Married,21.1,254,non-veg
Beth Mcmillan,31,1992-04-12,Female,married,11.88,331,veg
Colin Collins,103,1920-09-26,Female,Married,26.98,326,veg
Richard Diaz,31,1992-08-03,female,Single,28.39,-4,Vegetarian
Jasmine Foley,92,1965-05-30,Male,M,34.6,446,v
Michael King,41,1982-08-31,Male,M,24.86,347,nonveg
Monica Pennington,11,2012-02-12,male,single,47.31,256,v
Julia Shaw,20,2003-09-20,male,Married,44.05,111,non-veg
Laurie Baker,82,1941-12-03,Male,Married,34.72,164,veg
Taylor Hernandez,72,1951-07-02,F,married,24.19,255,non-veg
William Reyes,-8,2003-05-06,Female,Married,38.0,31,nv
John Gilbert,103,1920-02-06,m,Married,24.65,453,nonveg
Kristine Rodriguez,43,1980-01-05,F,M,11.32,87,veg
Erica Reyes,103,1920-05-09,Female,married,43.57,53,Vegetarian
Jennifer Wilson,-6,1937-06-27,female,Married,45.42,271,nv
Kimberly Wall,-94,1915-08-13,male,Single,37.94,471,nv
John Thomas,-67,1924-12-19,m,married,37.91,11,veg
Joe Silva,115,1908-07-17,Female,single,30.65,81,Vegetarian
Janice Franklin,38,1985-12-29,Male,Single,24.72,499,Vegetarian
Mark Rivera,-19,1936-09-04,m,Single,12.33,34,Vegetarian
Kimberly Jacobs,15,2008-11-17,F,married,24.11,76,Non-Vegetarian
Jennifer Nguyen,29,1994-01-09,m,married,43.08,38,Non-Vegetarian
Jennifer Dixon,74,1949-02-06,male,single,29.65,113,nonveg
Jeremy Mcguire,100,1923-09-26,m,Married,40.27,307,non-veg
Mark Wells,104,1919-10-10,F,Single,49.62,247,Non Vegetarian
Rachel Knight,51,1972-02-06,m,Married,26.75,198,nonveg
Marie Potter,78,1945-08-07,male,M,38.61,325,nv
James Hanson,1,1933-05-05,F,M,26.99,163,nv
David Jones,-93,1979-03-20,F,Married,45.84,63,nv
Mark Robinson,101,1922-01-11,Male,s,41.57,476,non-veg
Jose Evans,83,1940-06-27,Male,single,41.97,385,Non-Vegetarian
Elizabeth Thompson,24,1999-04-19,Female,Single,38.51,251,Non-Vegetarian
Jason Smith,-42,1956-08-11,female,single,36.07,490,Non-Vegetarian
Pam Hamilton,104,1919-03-11,female,M,10.87,241,Non-Vegetarian
Destiny Hutchinson,10,2013-10-19,Female,Single,32.51,395,Non Vegetarian
Stephen Combs,-33,1952-09-11,F,M,32.33,100,v
Anna Yang,68,1955-09-08,m,s,11.54,63,nonveg
Alexis Mcdonald,88,1935-09-03,Male,Single,44.63,73,Non Vegetarian
William Mccoy,19,2015-10-30,F,single,30.72,453,Vegetarian
Jimmy Mccarthy,77,1946-08-09,F,M,32.99,300,v
April Keller,-25,1926-10-03,F,Married,47.97,355,non-veg
Lance Sanchez,13,2010-11-23,m,married,21.63,23,Non Vegetarian
Michael Gonzales,101,1922-06-13,Female,married,29.87,255,Vegetarian
Travis Patel,68,1955-04-26,male,M,19.04,416,v
James Bishop,4,2019-08-28,F,Single,26.05,149,veg
Alice Bender,47,1976-09-18,Female,single,17.24,24,veg
Alan Kane,49,1974-07-08,F,M,49.91,235,veg
Ronald Stewart,23,2000-09-28,F,M,12.58,356,Non Vegetarian
Jay Hanson,40,1983-09-20,m,Married,12.44,193,nonveg
Holly Chavez,92,1931-11-06,female,single,21.45,367,nv
Brett Clark,-44,1993-02-15,female,Married,20.69,208,Non Vegetarian
Christina Rosales,103,1920-06-13,male,Single,40.67,422,v
Mark Alexander,-29,1968-12-09,Male,M,14.85,45,Vegetarian
Jessica Hall MD,11,2012-09-03,female,single,11.23,378,v
Robert Crawford,-55,1997-09-25,m,M,24.73,315,Vegetarian
Jamie Murillo,83,2000-04-07,Male,single,38.58,222,Non Vegetarian
Kimberly Vargas,62,1961-06-23,Male,s,25.11,170,v
Teresa Reed,0,2023-01-18,F,M,41.34,55,Non Vegetarian
Regina Mitchell,14,2009-08-19,Male,Married,16.09,262,Non-Vegetarian
Jacqueline Pearson,56,1967-12-15,m,s,23.51,181,nv
Diana Hopkins,50,1973-05-19,Female,s,42.2,434,Non Vegetarian
Mitchell Smith,68,1955-04-11,m,s,39.86,496,Non Vegetarian
Katie Hart,49,1974-09-26,F,married,33.15,481,v
Ralph Mitchell,7,2016-07-22,female,s,17.72,350,nonveg
Larry Baker,-11,1922-05-20,F,M,38.54,463,v
Richard Harrison,7,2016-03-09,Male,Married,38.73,191,nv
Michelle Hawkins,75,1948-10-08,Female,M,30.42,384,nonveg
Kimberly Cowan,37,1986-02-04,male,single,12.25,165,nv
Lauren Carter,24,1999-05-09,male,Married,48.6,248,veg
Mary Rodriguez,97,1926-01-08,m,Married,32.36,278,nonveg
Leslie Gutierrez,5,2018-08-28,Female,married,48.44,328,Vegetarian
Janice Whitehead,89,2019-06-09,m,single,43.56,393,veg
Jill Pacheco,53,1970-07-15,m,s,41.79,37,non-veg
Aaron Williams,83,1940-05-12,female,single,20.9,195,Vegetarian
Richard Perry,41,1982-08-18,female,single,44.74,362,veg
Jennifer Burns,87,1936-09-25,male,single,25.71,321,nonveg
Benjamin Smith,88,1935-04-27,m,married,39.81,201,non-veg
Stephen Brown,111,1912-11-14,Female,M,47.41,380,Non-Vegetarian
Christina Jones,17,2006-07-02,Female,single,33.32,397,nv
Stephanie Jones,38,1985-04-29,F,s,36.87,405,Non Vegetarian
Louis Smith,105,1918-07-28,m,married,41.69,490,non-veg
Anthony Scott,36,1987-11-10,m,Single,11.88,64,nv
Rachel White,76,1947-03-13,F,Married,40.39,455,non-veg
Arthur Bolton,103,1920-02-17,female,single,11.95,267,Non-Vegetarian
Brenda Jackson,106,1917-07-24,male,Single,35.0,434,veg
Brenda Allen,-76,1920-10-12,male,s,30.64,221,veg
James Jones,38,1985-06-29,male,Married,34.42,108,nonveg
Mrs. Kristine James,50,2023-06-05,female,single,38.1,205,Non Vegetarian
Kara Brown,78,1945-07-29,m,Single,32.49,29,nv
Grant Williams,63,1924-12-31,Female,Single,18.82,388,Non Vegetarian
Sara Arnold,69,1954-06-19,F,single,30.06,213,Vegetarian
Vicki Lin,55,1968-07-21,male,married,43.16,417,v
Kelly Freeman,2,2021-04-02,m,married,34.53,232,nonveg
Kyle Haynes,10,2013-09-14,m,single,17.3,458,nonveg
Tami Herrera,0,2023-06-24,F,married,26.48,395,v
Elizabeth Peters,89,1934-03-03,male,s,34.21,116,Vegetarian
Nicholas Little,34,1989-01-13,Male,single,12.0,174,non-veg
Ashley Moreno,18,2005-04-09,Female,married,42.7,361,Non-Vegetarian
Kelly Thomas,-57,1949-03-27,Female,Married,25.45,276,v
Richard Baker,110,1913-03-31,male,M,48.66,359,nv
Kimberly Nicholson,70,1953-02-10,Female,married,31.41,81,Non-Vegetarian
Lisa Gray,-67,1997-02-07,Male,s,24.23,135,v
Carlos Winters,80,1943-07-01,Female,Married,26.34,44,v
Todd Rollins,-95,1952-10-08,Male,single,32.83,255,Non-Vegetarian
Joseph Martin,41,1982-03-12,F,M,10.99,57,veg
Mr. Curtis Martin,42,1981-05-18,m,Married,43.32,150,nv
Justin Robinson,-50,1981-11-03,female,Single,19.82,110,Non Vegetarian
James Evans,77,1946-05-07,m,M,11.31,461,Non Vegetarian
Chad Peterson,37,1986-05-03,male,s,32.87,437,Vegetarian
Kimberly Johnson,59,1964-08-12,female,single,12.66,27,non-veg
Juan Raymond,115,1908-03-31,Male,M,30.5,422,Non Vegetarian
Steven Ashley,115,1908-01-29,F,married,42.57,309,Vegetarian
Peter Barnes,97,1926-06-30,F,s,36.37,128,nonveg
Laura Barber,24,1999-02-19,female,single,24.22,107,Vegetarian
Michael Johnston,8,2015-09-29,male,s,49.08,424,veg
Nicholas Williams,28,1995-10-08,Female,married,26.75,5,Vegetarian
Kelly Heath,67,1956-08-07,Female,married,10.58,179,nv
Jamie Jones,89,1934-06-09,m,married,33.72,80,veg
Matthew Hancock,17,2006-01-15,m,married,18.77,466,v
Michael Bates,12,2011-01-23,female,Single,34.48,350,non-veg
Carrie Fleming,61,1962-08-10,F,M,47.3,453,Non-Vegetarian
David Morton PhD,31,1992-11-29,female,Married,10.68,173,Non Vegetarian
James David,105,1918-02-23,Male,s,10.59,379,Non Vegetarian
Alexis Pearson,45,1978-02-28,F,Married,39.33,427,Non Vegetarian
Stephanie Phillips,47,1976-08-14,female,M,42.38,110,Non-Vegetarian
Hannah Curry,104,1919-06-24,F,Married,12.4,500,non-veg
Benjamin Huff,33,1990-09-05,Female,married,41.97,150,Non-Vegetarian
Taylor Hanson,109,1914-07-08,Female,M,20.99,114,nv
Gregory Singh,-76,1964-07-28,male,Single,16.94,480,v
Matthew Smith,98,1925-10-10,male,Married,46.95,351,Non Vegetarian
Kevin Barker,75,1948-10-11,F,Married,38.93,300,nonveg
Scott Macias,2,2015-12-13,F,married,40.04,241,Non-Vegetarian
Matthew Weber,31,1992-11-16,male,s,13.36,255,Non-Vegetarian
Joseph Moore,108,1915-05-04,Female,s,17.6,345,nonveg
Martha Valenzuela,48,1975-06-16,female,Married,27.24,491,v
Mark Stephens,-59,1939-07-27,male,single,35.88,124,Non Vegetarian
James Reynolds,93,1930-01-28,F,Single,34.46,239,veg
Trevor Sanchez,85,1932-08-09,m,married,40.95,404,nv
Austin Mcdonald,99,1924-10-03,male,M,42.01,5,Vegetarian
Benjamin Jones,76,1947-02-22,Female,Single,42.0,471,nv
Robert Kaiser,100,1923-03-23,male,M,48.91,-6,Vegetarian
Deanna Barnes,32,1991-12-03,male,single,45.81,380,nonveg
Rachel Pugh,60,1963-12-11,m,Single,43.52,102,v
James Payne,65,2005-10-28,F,M,15.79,268,non-veg
Christine Clark,28,1995-09-30,Male,Married,43.28,202,Non-Vegetarian
Kyle Brown,91,1932-04-03,Female,M,42.25,421,Non-Vegetarian
Todd Mcgee,50,1973-04-10,male,s,47.12,319,Non Vegetarian
Madison Ferguson,-55,1915-09-18,F,M,34.29,455,nv
Sheila Thompson,24,1921-09-15,male,Married,43.35,153,Non-Vegetarian
Kelly Mills,86,1937-03-22,female,s,35.62,103,nonveg
Pamela Howard,66,1957-03-14,Female,M,25.15,415,Non-Vegetarian
Meghan Holt,114,1909-06-14,male,M,35.62,428,Non-Vegetarian
Hector White,103,1920-05-25,Female,M,36.28,286,veg
Alan Robles,77,1946-12-23,Female,s,29.12,462,Non Vegetarian
Glenn Gonzalez,48,1975-12-19,male,single,15.97,423,nv
Paul Smith,66,1957-04-03,m,s,18.91,5,veg
Rhonda Howe,93,1930-09-06,m,single,27.1,102,Non Vegetarian
Elizabeth Bailey,9,1937-09-26,Male,single,31.38,12,nv
Justin Burns,-66,1909-04-29,F,married,37.09,50,v
Stacy Zuniga,82,1941-05-01,male,Married,49.59,71,Non Vegetarian
Yvette Leon,86,1937-04-11,Male,married,48.6,461,Non Vegetarian
Megan Johnson,43,1980-12-11,m,Married,12.55,67,Non Vegetarian
Barbara Curry,24,1999-10-03,female,M,46.5,231,nv
Kimberly Sanchez,48,1963-09-19,male,M,45.84,356,veg
Jamie Nash,85,1938-02-09,Male,M,27.18,41,nonveg
Michelle Fowler,26,1997-03-18,F,M,43.48,456,Vegetarian
Jennifer Patterson,112,1911-05-07,female,Single,15.23,159,Vegetarian
Alexis Patel,68,1955-06-30,Female,single,11.72,369,v
Jacob Adams,-95,2021-06-26,F,M,27.07,277,Non Vegetarian
Jamie Jones,59,1964-07-05,Female,married,10.22,455,Non Vegetarian
Johnny Hudson,43,1980-11-14,Female,married,14.32,188,non-veg
Victoria Dickerson,25,1998-04-17,F,married,21.57,221,non-veg
Jennifer Nielsen,8,2015-01-30,m,married,28.13,63,v
Danielle Forbes,100,1923-12-18,F,s,30.72,68,veg
Suzanne Chavez,26,1997-11-03,m,married,30.46,75,veg
Brittany Larson,67,1956-12-28,Male,single,10.19,275,Non Vegetarian
Michael Hanson,114,1909-09-27,Female,single,46.41,250,non-veg
Leslie Gonzalez,46,1977-05-10,Male,s,21.9,101,veg
Amber Greene,74,1953-07-12,F,s,38.69,367,non-veg
Lisa Casey,42,1981-06-08,female,single,23.48,167,veg
Pamela Hobbs,8,2015-11-02,Male,M,13.03,388,non-veg
Julia Massey,94,1929-08-04,male,M,29.52,118,Non-Vegetarian
Kevin Lambert,75,1948-10-09,F,s,20.58,474,non-veg
Ashley Mann,78,1945-07-03,Male,married,36.86,296,nv
Matthew Sosa,106,1917-09-01,m,Single,35.77,203,veg
John Williams,25,1998-09-24,female,single,10.94,53,nv
Misty George,67,1977-02-06,m,s,38.24,435,nv
Kyle Ross,60,1963-03-13,female,M,13.03,485,Vegetarian
Carla Houston,91,1932-05-01,male,s,36.79,316,v
Karen Rivera,28,1995-10-25,Female,married,36.28,356,Vegetarian
David Murray,103,1920-11-25,female,s,28.32,367,Non-Vegetarian
Tina Aguilar,26,1997-05-22,Male,single,19.23,400,v
Theresa Smith,-49,1978-01-03,Female,Married,41.39,399,veg
Brooke Simpson,95,1928-09-12,female,single,38.62,450,non-veg
John Thompson,55,1968-11-03,male,s,41.73,120,Non-Vegetarian
Donald Jones,105,1918-06-01,female,Married,19.28,5,nv
James Cortez,1,2022-07-24,male,married,36.65,50,v
Sarah Young,-17,1918-07-28,female,M,45.02,358,Vegetarian
Kayla Smith,38,1985-12-18,male,M,29.07,171,v
Meagan Brown,28,1995-10-02,F,M,45.92,439,Non Vegetarian
Jason Vega,63,1960-05-22,female,M,19.92,26,non-veg
Larry Simmons,46,1977-05-28,female,M,40.04,377,nonveg
Joseph Fernandez,1,2022-10-12,male,Married,14.26,152,Non Vegetarian
Justin Lopez,78,1945-04-30,m,single,44.95,241,v
Chad Heath,109,1914-03-23,m,married,43.49,293,Non-Vegetarian
Taylor Holland,26,1997-04-22,male,Single,30.59,211,v
Maxwell Trevino,84,1939-09-11,male,married,19.98,105,nv
Candace Chase,112,1911-12-13,m,s,13.96,89,nv
Brittany Hill,69,1954-03-18,F,single,19.91,438,v
Victoria Russell,1,2022-04-19,Female,M,11.82,296,non-veg
Ronald Arnold,-58,1942-03-10,Female,Married,28.59,414,Non-Vegetarian
Robert Evans,6,2017-02-11,Male,single,19.99,41,Non Vegetarian
Carol Walter,57,1966-12-08,Male,Single,34.71,497,non-veg
Juan Deleon,-80,1964-11-04,F,Married,46.52,416,Non-Vegetarian
Karen Casey,93,1930-11-30,female,married,30.14,152,non-veg
Michael Peterson,66,1957-09-17,m,s,21.35,11,Non Vegetarian
Carrie Holmes,42,1981-06-13,Male,married,37.68,13,non-veg
Daniel Bush,111,1912-03-19,Female,Married,29.24,204,nv
Bradley Lopez,49,1974-06-16,Male,Single,43.33,117,Non Vegetarian
David Shepard,36,1987-12-14,Female,married,30.56,222,Non-Vegetarian
Tabitha Parrish,0,2023-08-11,Female,married,43.48,287,nonveg
Daniel Jones,25,1998-01-11,Male,married,19.66,298,Non Vegetarian
Joan Hodge,115,1908-03-06,Male,M,11.65,139,nonveg
Carly Jackson,44,1934-07-22,m,M,47.87,449,nonveg
Theresa Barnett,92,1931-11-05,Female,Married,21.92,366,Vegetarian
Erica Warren,79,1944-08-04,male,married,22.81,90,nv
Debra Cummings,4,2019-10-29,Female,Single,23.6,184,nv
Ashley Hale,20,2003-08-21,Female,Married,29.36,407,Non-Vegetarian
John Winters,21,2002-06-05,male,M,40.4,303,v
Matthew Fischer,7,2016-04-14,F,Married,22.98,86,nonveg
Ms. Karen Munoz MD,-7,1970-02-11,m,M,13.66,401,non-veg
Andrea Castro,98,1986-08-25,Male,Married,28.88,149,v
Matthew Martinez,-83,2013-10-06,male,married,33.83,102,nonveg
Jeffrey Davis,70,1953-04-20,F,Single,49.34,269,nonveg
Jill Escobar,56,1967-10-08,m,married,18.11,297,Non Vegetarian
Tyler Johnson,-4,1950-09-03,m,Married,17.38,233,Non Vegetarian
Michael Davis,37,1986-04-29,male,Married,27.46,401,Vegetarian
Hannah Wilson,56,1967-02-01,m,married,48.65,93,non-veg
Donald Melton,68,1955-03-02,Male,married,20.05,45,non-veg
Sarah Hall,95,1928-03-12,F,M,42.58,197,Non Vegetarian
Brandy Byrd,46,1977-07-20,Female,married,21.71,359,veg
Jonathan Williams,39,1984-12-12,Female,single,48.61,39,v
Cynthia Johnson,38,2014-11-29,female,Single,31.79,37,Non Vegetarian
Melissa Blake,14,2009-10-16,Male,married,38.78,496,Vegetarian
Barbara White,57,1966-07-07,Male,Married,31.52,9,Non Vegetarian
Karen Berry,7,1971-08-01,m,M,37.58,332,v
Allen Johnson,44,1979-04-07,F,Married,36.15,289,v
Michael Shaffer,39,1984-02-12,F,Married,46.63,351,nv
Jermaine Bentley,55,1968-12-10,F,married,17.83,206,Vegetarian
Tina Rogers,56,1992-01-17,F,s,10.0,348,Vegetarian
Mr. James Goodman,26,1997-08-11,Female,married,14.87,158,non-veg
Michael Beck,93,1930-12-13,m,M,45.45,249,v
Maureen Vasquez,70,1953-08-07,male,s,11.01,183,Non Vegetarian
Tonya Moore,91,1932-05-23,Male,Single,33.93,219,veg
Mr. Gary Norman,69,2007-04-09,Male,Married,29.16,200,non-veg
Ms. Susan Thomas DDS,-38,1995-03-06,male,Single,34.38,464,Non Vegetarian
Christopher Chang,89,1934-06-04,F,s,47.96,133,non-veg
Lisa Davis,47,1976-05-19,Male,single,22.25,193,nv
Brian Williams,28,1995-05-12,Male,M,11.82,408,Non Vegetarian
Alexis Morgan,86,1937-11-15,male,single,14.71,169,v
Raymond Klein,-20,1999-01-06,male,s,31.38,72,veg
Deborah Reed,73,1950-10-20,m,s,40.09,7,nv
Andrew Wilkinson,-26,1939-12-20,F,M,19.23,214,Vegetarian
John Webb,101,1922-09-03,F,Married,48.02,37,veg
Renee Kirk,90,1933-10-04,Female,s,14.22,139,veg
Donna Taylor,26,1997-01-02,F,married,46.33,156,Vegetarian
Caroline Robinson,105,1918-02-02,F,single,18.19,90,v
Parker Smith,17,1993-03-17,female,married,14.6,73,v
Robert Hernandez,78,1945-09-26,male,Married,47.76,360,nv
Teresa Christensen,104,1919-06-24,Female,M,35.23,235,Vegetarian
Christopher Walker,-46,2013-09-25,Female,Married,39.19,138,Vegetarian
Jose Norton,90,1933-08-07,male,single,39.76,267,Non Vegetarian
William Jenkins,37,1986-12-10,m,s,17.75,62,Vegetarian
Alicia Caldwell,40,1983-03-23,male,Single,49.97,479,v
Robert Reyes,9,2014-09-25,Male,married,27.3,163,nonveg
Madison Mcpherson,89,2011-08-22,female,Single,29.18,348,Non-Vegetarian
Renee Monroe,43,1980-01-29,Male,Married,19.79,435,Non Vegetarian
Matthew Strickland,115,1908-08-26,m,Single,16.09,107,Non-Vegetarian
Aaron Swanson,97,1926-10-27,female,Single,11.23,122,v
Sierra Fernandez,47,1976-09-01,female,s,31.07,324,nonveg
Isaiah Calderon,42,1981-10-10,male,Married,32.28,363,v
Kaylee Ellis MD,83,1940-07-13,m,married,38.56,425,non-veg
Madison Hale,27,1996-09-12,m,s,29.54,500,Non Vegetarian
Daniel Woods,105,1918-07-24,m,Married,13.37,131,nv
Ruth Galloway,110,1913-06-14,Female,Married,24.62,147,non-veg
Sandra Harris,82,1941-12-08,m,Single,27.47,273,non-veg
Jennifer Perez,60,1963-09-05,male,married,21.15,30,veg
Daniel Nguyen,0,2023-01-20,female,Married,44.71,306,nonveg
Katherine Richards,79,2005-02-27,male,s,18.98,418,Non Vegetarian
Jerry Morris,69,1954-12-29,Female,Married,40.28,260,veg
Diana Greene,111,1912-11-07,female,Single,26.25,93,nv
Breanna Salinas,99,1924-08-22,m,M,19.9,359,Non-Vegetarian
Connie Griffin,100,1923-01-07,m,Married,38.77,196,nonveg
Samantha Ross,25,1998-08-23,male,Married,47.94,196,v
Mary Andrews,68,1955-05-01,male,Married,39.29,94,Non Vegetarian
Dr. Matthew Powell,97,1926-11-06,female,Single,18.62,38,veg
Steven Stewart,41,1982-07-05,F,M,39.66,290,v
Audrey Torres,41,1965-10-15,F,married,15.85,393,Non-Vegetarian
Dean Franklin,21,2002-07-29,Female,Single,16.09,47,nonveg
Cody Smith,82,1941-10-17,m,Married,47.76,385,non-veg
Antonio Goodwin,64,1959-12-24,Male,M,43.8,196,Non Vegetarian
Marcus Le,82,1941-07-06,Female,Single,21.61,0,Non Vegetarian
Katherine Meyer,47,1976-05-27,Female,single,23.62,432,nonveg
Brian Chandler,67,1956-06-18,female,married,45.37,249,nonveg
Michael Young,-45,1976-05-05,F,married,10.77,79,Vegetarian
David Marshall,3,2004-09-23,female,married,29.12,488,non-veg
Emily Harris,-58,1956-06-27,m,Single,14.09,277,nonveg
Amy Ramos,10,2013-03-20,Female,married,47.1,122,Non-Vegetarian
Stephanie Sanford,26,1997-12-07,F,M,32.5,244,non-veg
Joy Taylor,58,1965-05-30,Female,married,41.5,285,non-veg
Kara Lopez,14,2009-10-06,Male,Single,46.57,304,nv
Karen Gomez,28,1995-10-16,female,married,49.26,295,nv
Nancy Blackburn,2,2021-10-03,m,Single,24.15,336,non-veg
Brian Hughes,-53,1920-05-01,male,s,27.55,484,non-veg
Jose Newton,72,1951-08-31,male,s,18.02,25,veg
Linda Mason,108,1915-06-03,female,single,22.82,161,nv
Todd Morgan,13,2010-08-18,Male,M,38.02,171,v
Jonathan King,80,1943-12-08,female,Married,20.94,138,Non-Vegetarian
Tracie Maxwell,98,1925-08-26,Female,M,37.55,141,nv
Joseph Marshall,61,1962-12-13,female,Married,36.02,91,v
Nicholas Fisher,57,1966-06-18,m,M,38.47,-10,nv
Jasmine Ponce,107,1916-06-19,F,married,45.24,114,Non-Vegetarian
Kimberly Gallagher,51,1972-11-11,Female,s,31.15,339,v
Kyle Ryan,35,1988-02-29,male,single,46.0,107,Vegetarian
John Hoffman,52,1971-10-05,m,M,49.87,377,Non Vegetarian
Eric Johnson,54,2017-05-30,male,s,24.51,44,Vegetarian
Lindsey Huber,-25,1936-08-16,m,M,27.45,374,Non Vegetarian
April Dawson,-60,1944-01-23,Male,s,28.53,178,Non-Vegetarian
Nathan Jacobson,74,1979-12-22,F,Single,44.11,150,Non Vegetarian
Jeffrey Williamson,97,1926-01-27,female,s,35.34,447,v
Theresa Montgomery,40,1983-05-28,female,M,40.81,145,Non Vegetarian
Michael Travis,25,1998-04-07,male,single,18.48,255,v
Matthew Sampson,95,1967-09-03,F,Single,22.17,378,Non Vegetarian
Jason Jenkins,-24,1962-02-27,F,M,34.96,199,veg
Gary Hickman,-39,2020-05-26,F,single,49.84,50,v
Mary Smith,45,1978-09-20,female,M,13.42,424,Non Vegetarian
Connor Alvarez,73,1950-05-22,Male,Married,13.66,231,nonveg
Kathryn Acevedo,85,1938-09-23,m,married,33.17,70,v
Larry Harper,90,1933-08-13,F,single,12.19,276,v
Robert Long,64,1959-08-30,m,s,40.55,465,Non-Vegetarian
Jeffrey Vaughn,83,1940-11-26,m,Married,30.44,120,veg
Brandi Campbell,108,1915-09-02,Female,Single,10.58,56,Non Vegetarian
Raymond Pham,13,2010-07-26,m,Single,14.62,348,nv
Shelley Parker,61,1962-09-07,Male,Married,21.66,265,Non Vegetarian
Paul Townsend,102,1921-08-05,m,married,31.57,192,Non Vegetarian
Cynthia Pearson,79,1944-04-15,F,M,45.98,496,veg
Rebecca Mcgrath,72,1929-11-19,Female,Single,20.8,404,Non-Vegetarian
Dr. Stacy Andrews,113,1910-01-29,m,married,31.77,9,v
Mrs. Amber Evans DDS,91,1932-09-22,male,married,27.37,416,veg
Zachary Charles,-37,1984-04-22,Female,Single,25.11,424,non-veg
